p_theta	p_rho	p_npop	p_isl_totmig	p_mig_2_1	p_g_pop_1	p_eg_time_pop_1	p_eg_pop_1	p_en_time_pop_1	p_en_size_pop_1	s_average_segs_1	s_variance_segs_1	s_average_segs_2	s_variance_segs_2	s_average_segs	s_variance_segs	s_average_pi_1	s_variance_pi_1	s_average_pi_2	s_variance_pi_2	s_average_pi	s_variance_pi	s_average_w_1	s_variance_w_1	s_average_w_2	s_variance_w_2	s_average_w	s_variance_w	s_average_tajd_1	s_variance_tajd_1	s_average_tajd_2	s_variance_tajd_2	s_average_tajd	s_variance_tajd	s_average_ZnS_1	s_variance_ZnS_1	s_average_ZnS_2	s_variance_ZnS_2	s_average_ZnS	s_variance_ZnS	s_average_Fst	s_variance_Fst	s_average_shared_1_2	s_variance_shared_1_2	s_average_private_1_2	s_variance_private_1_2	s_average_fixed_dif_1_2	s_variance_fixed_dif_1_2	s_average_pairwise_fst_1_2	s_variance_pairwise_fst_1_2	s_average_fwh_1	s_variance_fwh_1	s_average_fwh_2	s_variance_fwh_2	s_average_FayWuH	s_variance_FayWuH	s_average_dvk_1	s_variance_dvk_1	s_average_dvh_1	s_variance_dvh_1	s_average_dvk_2	s_variance_dvk_2	s_average_dvh_2	s_variance_dvh_2	s_average_dvk	s_variance_dvk	s_average_dvh	s_variance_dvh	
5.861960e+00	6.578203e+00	2	1.000000e-01	6.887244e+00	1.580925e+05	1.669835e-05	0.000000e+00	5.137910e-05	9.925190e+00	9.200000e+01	2.420000e+02	6.450000e+01	6.125000e+02	1.020000e+02	2.420000e+02	2.300664e+01	1.739264e+01	1.834498e+01	8.082193e+00	2.151853e+01	1.827697e+01	2.118180e+01	9.149349e+00	1.443998e+01	3.404733e+01	1.994064e+01	9.248967e+00	2.994932e-01	2.233794e-02	1.165031e+00	1.351242e+00	2.498751e-01	2.833485e-02	1.220991e-01	3.252590e-05	2.122241e-01	3.436528e-04	9.629982e-02	5.779876e-05	4.348868e-02	3.087281e-04	5.218808e-01	2.658235e-02	4.781192e-01	2.658235e-02	0.000000e+00	0.000000e+00	4.348868e-02	3.087281e-04	1.666065e-02	9.177989e-01	-1.374648e+00	2.285805e+00	-2.547037e-01	1.045857e+00	2.800000e+01	5.000000e+01	9.501355e-01	2.592604e-04	1.600000e+01	2.000000e+00	8.797849e-01	4.863662e-06	4.000000e+01	8.000000e+00	9.409235e-01	8.299723e-06	
